source_workbook,source_sheet,source_row,source_cell,reference_name,name_as_listed,marketing_header,technical_header,thickness_mm,option_as_listed,notes_as_listed,interpretation
Assortment confirmation list with names 260618_1.xlsx,Subsize,58,N58,I color / Green,Architeq Moss,,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,58,N58,I color / Green,Architeq Moss,,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,58,N58,I color / Green,Architeq Moss,,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,58,N58,I color / Green,Architeq Moss,,Structured matt,,7.5x7.5 square,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,59,I59,L color / Brown,Architeq Cocoa,,Structured Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,59,I59,L color / Brown,Architeq Cocoa,,Structured Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,59,N59,L color / Brown,Architeq Cocoa,,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,59,N59,L color / Brown,Architeq Cocoa,,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,59,N59,L color / Brown,Architeq Cocoa,,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,59,N59,L color / Brown,Architeq Cocoa,,Structured matt,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,59,N59,L color / Brown,Architeq Cocoa,,Structured matt,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,59,N59,L color / Brown,Architeq Cocoa,,Structured matt,,7.5x7.5 square,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,60,I60,A color / Anthracite,Architeq Graphite,,Structured Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,60,I60,A color / Anthracite,Architeq Graphite,,Structured Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,60,N60,A color / Anthracite,Architeq Graphite,,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,60,N60,A color / Anthracite,Architeq Graphite,,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,60,N60,A color / Anthracite,Architeq Graphite,,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,60,N60,A color / Anthracite,Architeq Graphite,,Structured matt,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,60,N60,A color / Anthracite,Architeq Graphite,,Structured matt,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,60,N60,A color / Anthracite,Architeq Graphite,,Structured matt,,7.5x7.5 square,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,61,I61,H color / Warm Taupe,Architeq Earth,,Structured Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,61,I61,H color / Warm Taupe,Architeq Earth,,Structured Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,61,I61,H color / Warm Taupe,Architeq Earth,,Structured Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,61,N61,H color / Warm Taupe,Architeq Earth,,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,61,N61,H color / Warm Taupe,Architeq Earth,,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,61,N61,H color / Warm Taupe,Architeq Earth,,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,61,N61,H color / Warm Taupe,Architeq Earth,,Structured matt,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,61,N61,H color / Warm Taupe,Architeq Earth,,Structured matt,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,61,N61,H color / Warm Taupe,Architeq Earth,,Structured matt,,7.5x7.5 square,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,62,I62,G color / Sand,Architeq Clay,,Structured Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,62,I62,G color / Sand,Architeq Clay,,Structured Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,62,I62,G color / Sand,Architeq Clay,,Structured Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,62,N62,G color / Sand,Architeq Clay,,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,62,N62,G color / Sand,Architeq Clay,,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,62,N62,G color / Sand,Architeq Clay,,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,62,N62,G color / Sand,Architeq Clay,,Structured matt,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,62,N62,G color / Sand,Architeq Clay,,Structured matt,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,62,N62,G color / Sand,Architeq Clay,,Structured matt,,7.5x7.5 square,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,63,I63,F color / Warm Light,Architeq Sand,,Structured Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,63,I63,F color / Warm Light,Architeq Sand,,Structured Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,63,I63,F color / Warm Light,Architeq Sand,,Structured Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,63,N63,F color / Warm Light,Architeq Sand,,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,63,N63,F color / Warm Light,Architeq Sand,,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,63,N63,F color / Warm Light,Architeq Sand,,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,63,N63,F color / Warm Light,Architeq Sand,,Structured matt,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,63,N63,F color / Warm Light,Architeq Sand,,Structured matt,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,63,N63,F color / Warm Light,Architeq Sand,,Structured matt,,7.5x7.5 square,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,64,I64,D color / Lightest,Architeq Bone,,Structured Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,64,I64,D color / Lightest,Architeq Bone,,Structured Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,64,I64,D color / Lightest,Architeq Bone,,Structured Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,64,N64,D color / Lightest,Architeq Bone,,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,64,N64,D color / Lightest,Architeq Bone,,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,64,N64,D color / Lightest,Architeq Bone,,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,64,N64,D color / Lightest,Architeq Bone,,Structured matt,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,64,N64,D color / Lightest,Architeq Bone,,Structured matt,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,64,N64,D color / Lightest,Architeq Bone,,Structured matt,,7.5x7.5 square,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,65,I65,C color / Grey,Architeq Mist,,Structured Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,65,I65,C color / Grey,Architeq Mist,,Structured Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,65,I65,C color / Grey,Architeq Mist,,Structured Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,65,N65,C color / Grey,Architeq Mist,,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,65,N65,C color / Grey,Architeq Mist,,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,65,N65,C color / Grey,Architeq Mist,,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,65,N65,C color / Grey,Architeq Mist,,Structured matt,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,65,N65,C color / Grey,Architeq Mist,,Structured matt,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,65,N65,C color / Grey,Architeq Mist,,Structured matt,,7.5x7.5 square,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,66,I66,B color / Dark Grey,Architeq Smoke,,Structured Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,66,I66,B color / Dark Grey,Architeq Smoke,,Structured Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,66,I66,B color / Dark Grey,Architeq Smoke,,Structured Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,66,N66,B color / Dark Grey,Architeq Smoke,,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,66,N66,B color / Dark Grey,Architeq Smoke,,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,66,N66,B color / Dark Grey,Architeq Smoke,,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,66,N66,B color / Dark Grey,Architeq Smoke,,Structured matt,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,66,N66,B color / Dark Grey,Architeq Smoke,,Structured matt,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,66,N66,B color / Dark Grey,Architeq Smoke,,Structured matt,,7.5x7.5 square,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Mosaic,3,K3,,Arabescato Corchia Block 59,Organic Matte,Structured matt,,2 inch,,"assortment option; not SKU, stock, lifecycle or Merch priority"
